scientific_name,pronunciation,common_name,family_name,plant_type,key_id_features,habit,form,texture,height,spread,growth_rate,origin,climate,exposure,soil_or_growing_medium,water,landscape_uses,additional_info,leaf_form,leaf_arrangement,leaf_texture,leaf_surfaces,leaf_colour_in_summer,leaf_colour_in_fall,leaf_shapes,leaf_apices,leaf_bases,leaf_margins,inflorescence_type,petal_colour,flower_scent,flower_time,fruit_type,fruit_colour,fruiting_time,bark_morphology,bark_or_stem_colour,propagation,pest_susceptibility
Prunus lusitanica,PROO-nus lus-ih-TAN-ih-kuh,Portugal laurel,Rosaceae,"Broadleaf evergreen, Invasive plant","Large (8m) evergreen shrub/tree. Leaves are 8cm, alternate, glossy dark green wth undulating serrated margin. Red petiole and red stems distinguish it from P. laurocerasus.",Upright,Oval - vertical,Medium,10 - 15m,10 - 15m,Moderate,Europe,Zone 7: (-18 to -12 C),"Full sun, Part sun/part shade","Acidic, Well-drained",Low,"Hedge row, Screening",Not showy,Simple,Alternate,"Leathery, Soft flexible",Lustrous,Green,Green,"Elliptic, Ovate",Acuminate,Attenuate,Serrate,"Floriferous, Raceme","Showy, White",Fragrant,"May, Jun",Drupe,"Blue, Black","Sep, Oct",Smooth,Dark Grey,Cuttings,"Dieback, Fungal leaf spot, Scale insects, Rabbit resistant"
Prunus padus var. commutata,PROO-nus PAH-duss variety kom-you-TAY-tah,European bird cherry,Rosaceae,Tree - deciduous,,"Spreading, Upright",Round,Medium,10 - 15m,10 - 15m,Slow,Europe,Zone 4: (-34 to -29 C),Full sun,Well-drained,"Low, Moderate","Attract beneficial insects, Specimen plant, Wildlife food","Google . Cultivars shown may include P. 'Warteri' (VanDusen Garden, Vancouver)",Simple,Alternate,Soft flexible,Glabrous,Dark-green,"Yellow, Red",Elliptic,Acute,Cuneate,Serrulate,"Floriferous, Raceme","Showy, White",Fragrant,Apr,Drupe,Black,"Jul, Aug",Smooth,Grey,"Seed, Cuttings",Rabbit resistant
Prunus subhirtella 'Pendula',PROO-nus sub-hur-TELL-us,weeping Higan cherry,Rosaceae,Tree - deciduous,"Branches weeping; leaves serrated with an acute tip that tilts sideways; flowers pink, showy, solitary. Winter ID: buds appressed, only 2mm; terminal buds are multiple (2-3).",Arching,Weeping,Fine,7 - 10m,7 - 10m,,Garden origin,Zone 6: (-23 to -18 C),Full sun,,,"Attract beneficial insects, Shade tree, Specimen plant",Showy,Simple,Alternate,"Pinnate venation, Soft flexible",Glabrous,,,"Elliptic, Oblanceolate, Ovate",Attenuate,"Obtuse, Rounded",Double serrate,Flowers solitary,"White, Pink",,"Apr, May",Drupe,"Red, Black",Jul,"Prominent lenticels, Moderately fissured",Tan,,"Rabbit resistant, Canker or sap rot, Blight or needle cast, Fungal leaf spot, Bacterial leaf spot, Caterpillar or cutworm"
Pseudotsuga menziesii var. glauca,soo-doe-TSOO-guh MEN-zeez-ee-eye variety GLAW-kuh,interior Douglas fir (seedling),Pinaceae,Conifer,"Seedlings w. 5-9 cotyledons; 1.2-2 cm long. As seedlings, differentiated from coastal form by earlier active growth in the nursery in spring, ie. forms buds and lvs. sooner, and enters dormancy later in fall.",,,,> 30m,,,B.C. east of Cascades,Zone 5: (-29 to -23 C),,,,Forestry,"2-3 cm long, sharp point, appear in 2 rows, spirally arranged, flat, groove above.",Needle-like,"Alternate, Spiraled",Soft flexible,Glabrous,"Bluish, Green-yellow, White beneath from rows of stomata.",,Acicular,Acute,Truncate,Entire,n/a,,,,n/a,,,,Bark or Stem Colour,Seed,
Pseudotsuga menziesii var. menziesii,soo-doe-TSOO-guh MEN-zeez-ee-eye variety MEN-zeez-ee-eye,coastal Douglas fir (seedling),Pinaceae,Conifer,"Mature height taller than interior form, ie. to 60-90 m Seedlings w. 5-9 cotyledons, 1.2-2 cm long, no teeth.",Stiffly upright,Pyramidal - narrowly,Fine,> 30m,15 - 25m,Fast,B.C. west of Cascades,Zone 5: (-29 to -23 C),Full sun,,,Forestry,"2-3 cm long, sharp point; soft, flexible, appear in 2 rows, spirally arranged, flat, groove above.",Needle-like,"Alternate, Spiraled",Soft flexible,Glabrous,"Bluish, Green-yellow, White beneath from rows of stomata.",,Acicular,Acuminate,Cuneate,Entire,n/a,,,,n/a,,,,Bark or Stem Colour,Seed,
Pseudotsuga menziesii,soo-doe-TSOO-guh MEN-zeez-ee-eye,Douglas fir,Pinaceae,Conifer,"Leaves soft, needle-like, much shorter and flatter than pine trees; cones pendulous with 3-pointed bracts tucked under cone scales, look like tail and back legs of a mouse hiding under scale; bark very thick, deeply fissured.","Horizontal, Upright",Pyramidal - widely,Medium,> 30m,10 - 15m,Moderate,"B.C. east of Cascades, B.C. west of Cascades, U.S. - northwest, U.S. - southwest",Zone 5: (-29 to -23 C),Full sun,"Acidic, Well-drained",Moderate,"Forestry, Native planting, Specimen plant, Wind break, Woodland margin",Google Images,Needle-like,"Alternate, Spiraled",Soft flexible,Glabrous,Green,Green,Acicular,"Acute, Rounded",Cuneate,Entire,n/a (male cone),"Male Cone, Yellow, Brown",,"Apr, May",Cone (winged seeds),Brown,"Sep, Oct","Deeply fissured, Corky, Single stem trunk","Grey, Brown",Seed,"Dieback, Nematodes, Scale insects, Diptera - true flies, Canker or sap rot, Rust, Aphids or adelgids, Caterpillar or cutworm, Blight or needle cast"
Pteris cretica,TEER-iss KREE-tih-kuh,"table fern, ribbon fern",Pteridaceae,"Fern, Indoor foliage plant","Fronds arching, pale green fronds, each with up to five simple or fork-tipped pinnae.",Arching,Irregular,Medium,0.4 - 0.7m,0.3 - 0.6m,,"Africa, Central / west Asia, Europe",Zone 9: (-7 to -1 C),,,Moderate,Indoor plant,no above ground stem,"Compound, Fern-like",Basal,Soft flexible,Glabrous,"Green, Some cvs. have white stripe.",,"Linear, Spatulate",Acute,Truncate,"Pinnately lobed, Undulate (wavy)",n/a,No Flowers,,,Sporangium (spores),,,,,"Seed, Division - below ground parts","Disease resistant, Scale insects"
Pteris ensiformis,TEER-iss en-sih-FOR-miss,"table fern, silver lace fern",Pteridaceae,"Fern, Indoor foliage plant",,Upright,Vase,Medium - coarse,0.2 - 0.4m,0.3 - 0.6m,Moderate,"Africa, S.E. Asia / Japan / China",Zone 10: (-1 to 4 C),"Filtered shade, Part sun/part shade",,,Indoor plant,no above ground stem,"Compound, Fern-like",Basal,Soft flexible,Glabrous,"Silver / Grayish, Green",,"Lanceolate, Oblong",Rounded,Truncate,Undulate (wavy),n/a,No Flowers,,,Sporangium (spores),,,,,,
Pulmonaria saccharata,pull-muh-NAIR-ee-uh sack-uh-RAY-tuh,lungwort,Boraginaceae,Herbaceous perennial,,"Spreading, Upright",,Medium,0.2 - 0.4m,0.3 - 0.6m,Moderate,Garden origin,Zone 4: (-34 to -29 C),"Deep shade, Filtered shade, Part sun/part shade",,,"Mixed shrub border, Perennial border, Waterside planting, Woodland margin","Not showy, nutlets",Simple,Alternate,Soft flexible,Glabrous,Dark-green,,Elliptic,Acuminate,"Attenuate, Rounded",Entire,Cyme,"Showy, Blue, Pink, White",,"Mar, Apr, May","Nut, Schizocarp",Brown,"Jun, Jul",,Bark or Stem Colour,,"Deer resistant, Rabbit resistant"
Purshia tridentata,pur-shee-uh try-den-TAY-tuh,antelope bitterbrush,Rosaceae,Shrub - deciduous,,Spreading,Oval - horizontal,Fine,2 - 3m,2 - 3m,Moderate,U.S. - northeast,Zone 6: (-23 to -18 C),"Full sun, Part sun/part shade",,,Mixed shrub border,Google Images,"Lobed, Simple",Alternate,Leathery,Pubescent,,,Spatulate,Rounded,Attenuate,Palmately lobed,Flowers solitary,"Showy, Yellow",,"Apr, May, Jun, Jul","Achene, Aggregate fruit",Brown,"Aug, Sep",,Bark or Stem Colour,,
Pyracantha coccinea,pye-ruh-KAN-thuh kock-SIN-ee-uh,pyracantha,Rosaceae,Broadleaf evergreen,"Irregular shaped shrub, often trained to climb; leaves lanceolate, dark green and shiny; stem covered in thorns 3-4cm long; inflorescence is corymb with white florets typical of Rosaceae; fruit orange-red, berry-like in clusters.",Spreading,"Irregular, Round",Medium - fine,3 - 5m,4 - 5m,Moderate,"Europe, South Asia / India",Zone 6: (-23 to -18 C),"Full sun, Part sun/part shade","Rocky or gravelly or dry, Well-drained",Moderate,"Container planting, Espalier, Mixed shrub border, Screening, Security/barrier, Specimen plant, Wildlife food","Showy, Persistent",Simple,Alternate,"Pinnate venation, Soft flexible","Glabrous, Lustrous",Dark-green,Dark-green,"Elliptic, Lanceolate, Oblanceolate, Obovate",Acute,Cuneate,"Crenate, Serrulate","Floriferous, Corymb","Showy, White",Fragrant,"Apr, May",Pome,"Orange, Red, (varies with cv.)","Aug, Sep","Smooth, Multi-stem trunk",Brown,"Seed, Softwood cuttings","Dieback, Root rot, Scale insects, Blight or needle cast, Fungal leaf spot"
Pyracantha fortuneana 'Graberi',pye-ruh-KAN-thuh fore-TYOO-nee-eye,Graberi firethorn,Rosaceae,Broadleaf evergreen,,"Spreading, Upright","Irregular, Round",Medium,3 - 5m,2 - 3m,Moderate,"Europe, South Asia / India",Zone 7: (-18 to -12 C),"Full sun, Part sun/part shade",Well-drained,Moderate,"Container planting, Espalier, Mixed shrub border, Screening, Security/barrier, Specimen plant, Tall background, Wildlife food","Showy, Edible, seeds are toxic",Simple,Alternate,Leathery,"Glabrous, Lustrous",Green,Green,"Elliptic, Lanceolate, Oblanceolate",Acute,Cuneate,"Crenate, Serrulate","Floriferous, Corymb","Showy, White",Fragrant,"Apr, May",Pome,Red,"Aug, Sep",Smooth,"Grey, Brown",Greenwood cuttings,"Dieback, Mites, Scale insects, Wilt"
Pyracantha koidzumii 'Victory',pye-ruh-KAN-thuh koyd-ZUM-ee-eye,Victory firethorn,Rosaceae,"Broadleaf evergreen, Shrub - deciduous","Loose, woody, evergreen. Alternate leaves are long, spatulate, concave, and may have thorns. Stems have 1.5cm thorns.","Arching, Upright",Round,Medium,3 - 5m,3 - 4m,Fast,,Zone 8a: (-12 to -9.5 C),Full sun,"Rocky or gravelly or dry, Well-drained","Low, Moderate","Espalier, Group or mass planting, Screening, Security/barrier, Specimen plant, Tall background","Showy, Edible, seeds are toxic",Simple,Alternate,"Leathery, Soft flexible","Glabrous, Lustrous",,Green,Oblanceolate,Emarginate,Cuneate,Entire,"Floriferous, Corymb","Showy, White",Fragrant,"Apr, May",Pome,Dark-red,"Sep, Oct","Smooth, Multi-stem trunk","Grey, Brown",Greenwood cuttings,"Mites, Scale insects"
Pyrus calleryana,PYE-rus kal-lee-ree-AH-nuh,Callery pear,Rosaceae,Tree - deciduous,,Upright,Pyramidal - widely,Medium,10 - 15m,10 - 15m,Moderate,,Zone 5: (-29 to -23 C),Full sun,"Rocky or gravelly or dry, Well-drained",,"Attract beneficial insects, Specimen plant","Not showy, Accessory tissue, Edible",Simple,Alternate,,Glabrous,Dark-green,"Purple, Red",Ovate,Acuminate,"Cuneate, Truncate",Entire,Corymb,"Showy, White",,"Apr, May",Pome,"Green, Brown",Aug,Moderately fissured,"Grey, Brown","Seed, Cuttings",
Pyrus communis,PYE-rus kum-YOU-niss,"European pear, common pear",Rosaceae,Tree - deciduous,"Leaves elliptic, ovate, serrated; bark is grey-brown/flat ridges at the top, red-brown branches. Winter ID: buds scaly, slightly tomentose, acute.",Upright,"Columnar, Oval - vertical",Medium,10 - 15m,7 - 10m,Fast,"Europe, South Asia / India",Zone 4: (-34 to -29 C),Full sun,"Humus rich, Well-drained",Moderate,"Attract beneficial insects, Dried flower or fruit, Shade tree, Specimen plant, Urban agriculture","Showy, Accessory tissue, Edible",Simple,Alternate,,,Dark-green,,Ovate,Acuminate,,Serrulate,Corymb,"Showy, White, Pink, (Various cream colours in white and pink.)",Fragrant,"Apr, May",Pome,"Green, Green-yellow, Yellow","Aug, Sep",Plated,Grey,"Seed, Cuttings, Grafting","Anthracnose, Scale insects, Fungal leaf spot, Blight or needle cast, Canker or sap rot, Diptera - true flies, Rust, Whitefly or psyllids, Mites"
Pyrus pyrifolia,PYE-rus pye-rih-FOE-lee-uh,Asian pear,Rosaceae,Tree - deciduous,,Upright,Pyramidal - widely,Medium - coarse,7 - 10m,4 - 5m,Moderate,Garden origin,Zone 4: (-34 to -29 C),,,,"Attract beneficial insects, Urban agriculture","Showy, Edible",Simple,Alternate,Soft flexible,Glabrous,Green,"Yellow, Orange",Ovate,Acute,,Serrate,,"Showy, White, Pink",Fragrant,"Mar, Apr, May",Pome,,,Smooth,"Grey, Tan",,
Pyrus salicifolia,PYE-rus sal-iss-ih-FOH-lee-uh,willowleaf pear,Rosaceae,Tree - deciduous,"Pendulous cultivars common; leaves grayish, pubescent, long and narrow; flowers white in spring.","Arching, Upright","Round, Weeping",Medium - fine,5 - 7m,4 - 5m,Moderate,Garden origin,Zone 4: (-34 to -29 C),"Full sun, Part sun/part shade",,,"Attract beneficial insects, Small garden/space","Not showy, Edible",Simple,Alternate,Soft flexible,Pubescent,Silver / Grayish,,"Elliptic, Lanceolate",Acute,Attenuate,Entire,Corymb,"Showy, White",Fragrant,Apr,Pome,"Green, Green-yellow",,Smooth,"Tan, Grey",,"Pest resistant, Fungal leaf spot"
Quercus x warei 'Long',KWURK-us ex WAR-ee-eye,Regal Prince oak,Fagaceae,Tree - deciduous,"Upright habit; leaves elliptic, lobes more shallow but similar to Gary oak, dark green on top and whitish on the underside.","Stiffly upright, Twiggy","Columnar, Oval - vertical",Medium,10 - 15m,5 - 7m,Fast,Garden origin (Quercus robur 'Fastigiata' X Q. bicolor),Zone 4: (-34 to -29 C),Full sun,"Acidic, Rocky or gravelly or dry, Well-drained","Low, Summer dry","Hedge row, Screening, Shade tree, Small garden/space, Specimen plant, Street (boulevard tree), Summer interest, Tall background",Not showy,"Lobed, Simple",Alternate,"Leathery, Pinnate venation","Glabrous, Lustrous","Dark-green, Silver / Grayish","Yellow, Brown",Elliptic,"Acute, Rounded",Rounded,Pinnately lobed,Catkin (ament),Green-yellow,,,Nut,Brown,"Oct, Sep",,Grey,,
Quercus acutissima,KWURK-us ack-you-TISS-ih-muh,sawtooth oak,Fagaceae,Tree - deciduous,"Round-form oak tree; leaves toothed, lanceolate, (20cm) long. Winter ID: buds black-brown, small, with overlapping small scales.",Spreading,Round,Medium - coarse,15 - 22m,15 - 25m,Slow,,Zone 5: (-29 to -23 C),Full sun,Well-drained,,"Screening, Shade tree, Street (boulevard tree), Tall background, Wildlife food",Fruiting absent on our specimen.,Simple,Alternate,"Leathery, Pinnate venation",Lustrous,Green,Yellow,"Oblanceolate, Obovate",Acute,Rounded,"Dentate, Pectinate",Catkin (ament),"Not showy, Green-yellow",,"Mar, Apr",Nut,Brown,,Lightly fissured,"Grey, Black",Seed,
Quercus coccinea,KWURK-us kock-SIN-ee-uh,scarlet oak,Fagaceae,Tree - deciduous,"Round-form oak tree with upward, ascending branches; leaves are 15-20cm and have deep, round sinuses.","Open, Spreading, Upright",Round,Medium - coarse,22 - 30m,10 - 15m,Fast,"Canada - eastern, U.S. - northeast",Zone 4: (-34 to -29 C),"Filtered shade, Full sun, Part sun/part shade","Acidic, Humus rich, Well-drained",Low,"Fall interest, Shade tree, Specimen plant, Street (boulevard tree), Tall background, Wildlife food, Wind break","Showy, Edible, Fruiting absent on our specimens.","Lobed, Simple",Alternate,"Leathery, Pinnate venation","Glabrous, Lustrous",Dark-green,Red,"Elliptic, Obovate, Ovate",Acute,"Cuneate, Oblique (uneven), Truncate","Pinnately lobed, Serrate",Catkin (ament),"Not showy, Red, Green-yellow",None,"Apr, May",Nut,Brown,"Oct, Nov","Showy, Moderately fissured","Grey, Brown","Seed, Hardwood cuttings, Grafting","Pest resistant, Anthracnose, Galls, Leaf miner insect, Root rot, Rust, Scale insects, Wilt"
Quercus garryana,KWURK-us gar-ee-AY-nuh,Garry oak,Fagaceae,Tree - deciduous,"Branches large, contorted; shoots orange-red, hairy; leaves oblong-obovate, dark green, <5 deep, entire lobes; terminal bud <3cm, furry; bark very fissured.","Irregular, Open, Spreading, Twiggy, Upright",Round,Medium,22 - 30m,10 - 15m,Slow,"B.C. west of Cascades, U.S. - northwest",Zone 7: (-18 to -12 C),Full sun,Rocky or gravelly or dry,"Low, Summer dry","Dryland (no watering), Herb, Shade tree, Specimen plant, Spring interest, Wildlife food, Wind break",Showy,"Lobed, Simple",Alternate,"Leathery, Pinnate venation","Lustrous, Tomentose",Green,"Green-yellow, Brown","Oblong, Obovate",Rounded,"Cordate, Cuneate",Pinnately lobed,Catkin (ament),"Not showy, Yellow, Green-yellow",None,"Mar, Apr",Nut,Brown,"Sep, Oct","Showy, Deeply fissured","Grey, Tan",Seed,"Anthracnose, Galls, Heart rot, Leaf miner insect, Root rot, Rust, Scale insects, Stem borer insects, Wilt, Mold"
Quercus macrocarpa,KWURK-us mack-roe-KAR-puh,bur oak,Fagaceae,Tree - deciduous,"Loose, open oak tree; Leaves are 15cm, dull, that have variable margins and taper toward the petiole; Winter ID; Buds have one or more thick hairs that resemble the hook on a bur.","Spreading, Twiggy",Oval - vertical,Medium - coarse,10 - 15m,10 - 15m,Slow,"Canada - eastern, U.S. - northeast",Zone 2: (-46 to -40 C),"Full sun, Part sun/part shade","Alkaline, Humus rich",Low,"Dryland (no watering), Screening, Shade tree, Street (boulevard tree), Tall background, Wildlife food, Woodland margin",Showy,"Lobed, Simple",Alternate,"Leathery, Pinnate venation",,Green,"Yellow, Red",Oblanceolate,,"Acute, Cuneate",Pinnately lobed,Catkin (ament),"Not showy, Green",,,Nut,Brown,"Sep, Oct",Deeply fissured,Grey,Seed,
Quercus palustris,KWURK-us puh-LUSS-triss,pin oak,Fagaceae,"Tree - deciduous, Flowering cut plant","Leaves glossy, medium green, deep lobes with 'pins' on the tips. Winter ID: buds light brown; branching pattern is distinct - upper branches point up, middle branches are strongly horizontal, bottom branches point down.","Horizontal, Pendulous, Upright",Pyramidal - widely,Medium,15 - 22m,10 - 15m,Fast,"U.S. - central, U.S. - northeast",Zone 5: (-29 to -23 C),Full sun,"Acidic, Bog, Well-drained","High, Moderate","Shade tree, Specimen plant, Street (boulevard tree)","Not showy, Fruit does not fully develops before winter in Langley, BC.","Lobed, Simple",Alternate,"Pinnate venation, Soft flexible","Glabrous, Lustrous",,"Red, Bronze","Elliptic, Oblong",Acuminate,"Cuneate, Truncate",Pinnately lobed,Catkin (ament),"Not showy, Green-yellow",,,Nut,Brown,"Sep, Oct","Smooth, Lightly fissured, Single stem trunk","Grey, Brown","Greenwood cuttings, Grafting","Anthracnose, Galls, Heart rot, Leaf miner insect, Root rot, Rust, Scale insects, Wilt, Caterpillar or cutworm"
Quercus phellos,KWURK-us FELL-us,willow oak,Fagaceae,Tree - deciduous,"Twiggy, horizontal oak tree; Leaves are alternate, (8cm) long, lanceolate, undulating that have a pin on the tip and whorled at the terminal ends.","Dense, Pendulous, Spreading, Twiggy, Upright","Oval - vertical, Pyramidal - widely",Medium - fine,15 - 22m,7 - 10m,Moderate,,Zone 6: (-23 to -18 C),"Full sun, Part sun/part shade",Well-drained,Wetlands,"Screening, Shade tree, Specimen plant, Tall background, Wetland - bogs, Wind break",Showy,Simple,Alternate,"Pinnate venation, Soft flexible","Glabrous, Lustrous",Green-yellow,"Yellow, Orange, Brown","Lanceolate, Oblong",Acute,Attenuate,"Entire, Undulate (wavy)",Catkin (ament),"Not showy, Green-yellow",,Mar,Nut,"Yellow, Brown",May,"Lightly fissured, Single stem trunk","Grey, Brown","Seed, Softwood cuttings, Grafting","Anthracnose, Galls, Leaf miner insect, Root rot, Rust, Scale insects, Stem borer insects, Wilt"
Quercus robur,KWURK-us ROO-burr,English oak,Fagaceae,Tree - deciduous,"Leaves mid-green, lobes rounded, leaf blade narrows toward the petiole. Winter ID: buds rounded, chubby, brown, terminal buds clustered; branching upright (45 degree angle); twigs greenish.","Irregular, Spreading, Upright",Round,Medium,> 30m,15 - 25m,Moderate,Europe,Zone 5: (-29 to -23 C),Full sun,Well-drained,Moderate,"Screening, Shade tree, Specimen plant, Wildlife food, Wind break",Edible,"Lobed, Simple",Alternate,Pinnate venation,Glabrous,Green,Brown,Obovate,Obtuse,"Auriculate, Truncate",Pinnately lobed,Catkin (ament),"Not showy, Green-yellow",None,"Mar, Apr",Nut,Brown,"Sep, Oct, Nov","Moderately fissured, Single stem trunk","Dark Grey, Brown","Seed, Greenwood cuttings, Grafting","Anthracnose, Galls, Heart rot, Leaf miner insect, Root rot, Rust, Scale insects, Stem borer insects, Wilt, Rodents, Wood deformity"
